codigo_manzana,prom_edad,desv_edad,min_edad,max_edad,educacion_mas_alta,estrato,porcentaje_internet,porcentaje_luz
5000110000000005010820,29.7,16.3,2.0,57.0,6.0,2.0,0.4,1.0
5000110000000005010821,33.9,21.5,2.0,77.0,5.0,2.6,0.75,0.92
5000110000000005010822,36.3,23.2,2.0,92.0,5.0,3.0,0.48,0.79
5000110000000005020101,40.0,20.8,2.0,87.0,5.0,3.2,0.74,0.86
5000110000000005020102,37.3,21.5,2.0,87.0,5.0,2.8,0.56,0.86
5000110000000005020103,34.2,21.6,2.0,87.0,5.0,2.7,0.56,0.86
5000110000000005020104,37.6,21.0,2.0,97.0,5.0,2.9,0.42,0.86
5000110000000005020105,36.5,20.8,2.0,82.0,5.0,3.0,0.6,0.77
5000110000000005020106,37.5,21.8,2.0,87.0,5.0,3.3,0.63,0.88
5000110000000005020107,33.7,18.3,2.0,87.0,5.0,2.9,0.55,0.74
5000110000000005020108,37.4,21.2,2.0,92.0,5.0,3.0,0.62,0.86
5000110000000005020109,35.5,20.0,2.0,82.0,5.0,2.9,0.59,0.9
5000110000000005020110,37.9,21.0,2.0,92.0,5.0,2.9,0.57,0.74
5000110000000005020111,36.7,20.7,2.0,82.0,5.0,2.9,0.53,0.74
5000110000000005020112,35.1,20.9,2.0,87.0,5.0,3.1,0.62,0.86
5000110000000005020114,34.6,20.0,2.0,82.0,5.0,2.9,0.55,0.76
5000110000000005020115,28.8,18.1,2.0,72.0,5.0,3.0,0.41,0.78
5000110000000005020116,32.1,20.3,2.0,82.0,5.0,2.9,0.56,0.94
5000110000000005020117,32.8,20.2,2.0,72.0,5.0,2.8,0.52,0.69
5000110000000005020118,33.1,20.8,2.0,77.0,4.0,2.9,0.41,0.56
5000110000000005020119,30.8,18.8,2.0,67.0,5.0,2.5,0.54,1.0
5000110000000005020120,20.9,14.3,2.0,52.0,4.0,2.0,0.5,0.67
5000110000000005020122,41.2,25.9,17.0,100.0,4.0,2.8,0.5,1.0
5000110000000005020201,27.2,18.1,2.0,77.0,4.0,2.0,0.37,0.74
5000110000000005020202,30.6,20.9,2.0,82.0,4.0,2.0,0.3,0.85
5000110000000005020204,34.8,22.5,2.0,92.0,4.0,2.2,0.4,0.81
5000110000000005020205,29.5,20.2,2.0,82.0,4.0,2.2,0.38,0.71
5000110000000005020206,30.2,21.7,2.0,82.0,3.0,1.9,0.31,0.74
5000110000000005020207,36.1,20.8,2.0,82.0,4.0,2.0,0.31,0.83
5000110000000005020208,30.7,23.3,2.0,92.0,4.0,2.0,0.37,0.73
5000110000000005020209,34.7,24.3,2.0,92.0,3.0,2.1,0.32,0.77
5000110000000005020210,38.1,21.6,7.0,77.0,4.0,2.0,0.45,0.86
5000110000000005020211,31.7,19.7,2.0,67.0,4.0,1.9,0.26,0.56
5000110000000005020212,33.8,22.0,2.0,87.0,4.0,2.0,0.65,0.78
5000110000000005020213,38.0,22.1,2.0,92.0,4.0,2.0,0.32,0.74
5000110000000005020214,39.2,21.8,2.0,82.0,4.0,2.5,0.45,0.6
5000110000000005020215,30.6,20.2,2.0,72.0,4.0,2.7,0.56,0.88
5000110000000005020216,32.4,20.7,2.0,92.0,4.0,2.4,0.63,0.89
5000110000000005020217,32.3,21.1,2.0,82.0,4.0,2.8,0.32,0.72
5000110000000005020218,33.7,22.5,2.0,77.0,3.0,2.0,0.1,0.86
5000110000000005020219,39.7,23.4,2.0,92.0,4.0,2.2,0.24,0.7
5000110000000005020220,32.3,21.0,2.0,92.0,4.0,2.4,0.47,0.84
5000110000000005020301,30.9,20.9,2.0,77.0,4.0,2.7,0.41,0.66
5000110000000005020302,36.1,22.5,2.0,82.0,4.0,2.5,0.11,0.67
5000110000000005020303,31.2,20.6,2.0,82.0,4.0,2.2,0.27,0.68
5000110000000005020304,39.6,24.0,2.0,92.0,4.0,2.1,0.35,0.65
5000110000000005020305,37.1,22.4,2.0,77.0,4.0,1.9,0.41,0.82
5000110000000005020306,34.3,21.9,2.0,77.0,4.0,2.0,0.37,0.79
5000110000000005020307,38.9,21.1,2.0,87.0,4.0,2.0,0.38,0.88
5000110000000005020311,35.1,20.4,2.0,82.0,5.0,2.1,0.26,0.68
5000110000000005020313,34.1,19.4,2.0,77.0,4.0,2.8,0.33,0.78
5000110000000005020314,35.6,21.5,2.0,82.0,4.0,2.1,0.48,0.66
5000110000000005020316,26.0,17.5,2.0,67.0,5.0,2.4,0.34,0.5
5000110000000005020317,38.5,20.8,2.0,82.0,4.0,2.0,0.28,0.52
5000110000000005020318,40.6,22.2,2.0,77.0,4.0,2.1,0.37,0.78
5000110000000005020319,35.2,21.7,2.0,87.0,4.0,2.0,0.42,0.86
5000110000000005020320,31.0,17.5,2.0,77.0,4.0,2.0,0.39,0.78
5000110000000005020321,33.4,20.1,7.0,77.0,4.0,2.6,0.15,0.38
5000110000000005020323,35.8,21.9,2.0,82.0,3.0,2.3,0.21,0.63
5000110000000005020324,35.2,21.5,2.0,77.0,3.0,2.0,0.5,0.95
5000110000000005020401,31.5,20.6,2.0,87.0,4.0,2.2,0.43,0.71
5000110000000005020402,28.2,19.1,2.0,77.0,4.0,2.4,0.36,0.78
5000110000000005020403,34.2,23.0,2.0,92.0,3.0,2.4,0.32,0.71
5000110000000005020404,30.9,18.3,2.0,77.0,4.0,1.9,0.45,0.94
5000110000000005020406,29.4,20.4,2.0,72.0,3.0,2.0,0.21,0.76
5000110000000005020407,30.5,19.5,2.0,92.0,4.0,2.1,0.34,0.91
5000110000000005020408,34.2,21.1,2.0,82.0,4.0,2.2,0.48,0.91
5000110000000005020409,30.6,21.6,2.0,77.0,4.0,2.2,0.42,0.88
5000110000000005020410,35.6,20.8,2.0,82.0,4.0,2.2,0.61,0.86
5000110000000005020411,32.3,21.4,2.0,87.0,4.0,2.0,0.52,1.0
5000110000000005020412,34.4,20.5,2.0,82.0,4.0,2.0,0.28,0.97
5000110000000005020413,29.4,19.5,2.0,77.0,4.0,2.0,0.21,0.67
5000110000000005020414,30.9,20.0,2.0,77.0,3.0,2.1,0.57,0.96
5000110000000005020415,30.9,19.6,2.0,87.0,4.0,2.3,0.5,0.86
5000110000000005020501,34.9,20.8,2.0,72.0,4.0,2.1,0.43,0.86
5000110000000005020502,36.0,22.3,2.0,82.0,4.0,2.0,0.27,0.78
5000110000000005020503,34.3,20.7,2.0,87.0,4.0,2.0,0.37,0.91
5000110000000005020504,32.1,22.4,2.0,87.0,3.0,2.0,0.31,0.75
5000110000000005020505,30.1,21.9,2.0,100.0,3.0,2.0,0.21,0.76
5000110000000005020506,33.4,20.7,2.0,77.0,3.0,2.2,0.26,0.87
5000110000000005020507,32.8,21.7,2.0,100.0,4.0,2.1,0.21,0.68
5000110000000005020508,33.0,20.9,2.0,87.0,4.0,2.0,0.34,0.91
5000110000000005020509,31.7,20.8,2.0,72.0,3.0,2.1,0.23,0.49
5000110000000005020510,36.0,24.1,2.0,87.0,3.0,2.0,0.4,0.8
5000110000000005020511,33.5,19.1,2.0,72.0,3.0,2.1,0.53,0.81
5000110000000005020512,32.3,19.3,2.0,77.0,4.0,2.1,0.31,0.79
5000110000000005020513,30.3,20.6,2.0,92.0,4.0,2.1,0.24,0.79
5000110000000005020515,31.8,21.1,2.0,82.0,4.0,2.0,0.19,0.57
5000110000000005020517,36.6,21.3,2.0,82.0,4.0,2.1,0.29,0.63
5000110000000005020518,30.5,19.1,2.0,87.0,4.0,2.0,0.4,0.97
5000110000000005020519,35.7,19.4,2.0,82.0,3.0,2.0,0.17,0.56
5000110000000005020520,34.2,20.0,2.0,87.0,4.0,2.0,0.07,0.87
5000110000000005020521,36.1,23.6,2.0,77.0,3.0,2.0,0.16,0.68
5000110000000005020522,35.0,24.5,2.0,87.0,3.0,2.0,0.35,0.82
5000110000000005020523,22.9,17.1,2.0,67.0,4.0,2.0,0.21,0.79
5000110000000005020524,26.6,20.6,2.0,67.0,3.0,1.9,0.33,0.83
5000110000000005020601,32.2,22.8,2.0,87.0,3.0,2.0,0.34,0.83
5000110000000005020602,28.7,19.0,2.0,82.0,4.0,2.0,0.44,0.88
5000110000000005020605,30.9,21.8,2.0,82.0,4.0,2.0,0.45,0.81
5000110000000005020606,32.9,21.2,2.0,82.0,4.0,2.1,0.41,0.88
5000110000000005020607,34.5,22.5,2.0,92.0,4.0,2.1,0.45,0.88
5000110000000005020608,32.1,20.8,2.0,82.0,4.0,2.1,0.28,0.49
5000110000000005020611,32.8,21.6,2.0,92.0,3.0,2.1,0.41,0.81
5000110000000005020612,38.0,23.1,2.0,87.0,4.0,2.0,0.26,0.81
5000110000000005020613,28.1,19.1,2.0,82.0,4.0,2.0,0.33,0.93
5000110000000005020616,37.8,22.1,2.0,92.0,4.0,2.0,0.63,0.85
5000110000000005020620,31.7,21.5,2.0,72.0,4.0,2.1,0.44,1.0
5000110000000005020622,31.8,17.1,7.0,72.0,4.0,1.9,0.47,0.93
5000110000000005020623,35.2,19.3,2.0,77.0,4.0,2.1,0.29,0.71
5000110000000005020701,32.9,21.1,2.0,100.0,6.0,3.7,0.56,0.63
5000110000000005020703,28.8,19.4,2.0,82.0,5.0,2.7,0.33,0.41
5000110000000005020704,34.8,21.7,2.0,87.0,4.0,1.9,0.48,0.74
5000110000000005020705,37.5,19.8,2.0,77.0,4.0,2.1,0.31,0.58
5000110000000005020706,40.3,14.7,27.0,67.0,6.0,3.0,0.4,1.0
5000110000000005020715,40.6,21.3,2.0,72.0,5.0,2.0,0.45,0.91
5000110000000005020725,31.4,18.6,2.0,92.0,5.0,3.1,0.73,0.81
5000110000000005020726,30.1,20.0,2.0,77.0,4.0,2.0,0.67,1.0
5000110000000005020727,24.3,16.9,2.0,42.0,7.0,3.6,1.0,1.0
5000110000000005020728,33.0,18.1,2.0,57.0,5.0,2.1,0.4,0.9
5000110000000005020729,25.5,16.3,2.0,62.0,3.0,2.3,0.25,0.5
5000110000000005020731,31.9,20.4,2.0,92.0,6.0,3.5,0.45,0.58
5000110000000005020733,30.6,16.6,7.0,62.0,3.0,1.7,0.67,1.0
5000110000000005020734,28.0,17.4,2.0,72.0,4.0,1.9,0.4,0.8
5000110000000005020735,30.8,13.8,7.0,62.0,5.0,1.6,0.33,0.83
5000110000000005020736,28.9,16.3,2.0,57.0,6.0,2.7,0.43,1.0
5000110000000005020737,28.2,17.2,2.0,67.0,6.0,3.2,0.34,0.39
5000110000000005020738,37.3,19.3,7.0,92.0,4.0,2.2,0.21,0.5
5000110000000005020801,32.0,18.0,2.0,72.0,4.0,2.0,0.43,0.7
5000110000000005020802,29.1,18.5,2.0,77.0,4.0,1.9,0.35,0.8
5000110000000005020804,32.8,22.3,2.0,77.0,4.0,1.8,0.46,0.92
5000110000000005020805,33.2,21.4,2.0,87.0,4.0,2.0,0.62,0.88
5000110000000005020806,34.0,20.5,2.0,87.0,4.0,2.0,0.49,0.88
5000110000000005020807,33.0,17.9,2.0,77.0,4.0,1.9,0.45,0.9
5000110000000005020808,28.9,19.1,2.0,77.0,4.0,2.1,0.65,0.92
5000110000000005020811,31.9,17.8,2.0,72.0,4.0,2.3,0.22,0.67
5000110000000005020812,31.9,20.0,2.0,100.0,3.0,1.8,0.39,0.82
5000110000000005020813,29.0,18.7,2.0,72.0,4.0,2.0,0.35,1.0
5000110000000005020814,30.6,19.7,2.0,82.0,4.0,2.1,0.39,0.92
5000110000000005020815,30.1,19.5,2.0,67.0,3.0,1.8,0.3,0.59
5000110000000005020819,28.5,18.4,2.0,72.0,4.0,2.0,0.46,0.65
5000110000000005020821,26.7,18.0,2.0,82.0,4.0,2.0,0.5,0.89
5000110000000005020822,34.7,21.1,2.0,82.0,4.0,2.0,0.35,0.8
5000110000000005020824,29.2,18.7,2.0,87.0,4.0,2.0,0.25,0.79
5000110000000005020825,30.3,22.0,2.0,82.0,3.0,2.1,0.14,0.41
5000110000000005020826,27.8,18.5,2.0,82.0,4.0,2.1,0.53,0.84
5000110000000005020901,32.7,18.7,2.0,77.0,4.0,2.0,0.32,0.87
5000110000000005020902,32.6,20.1,2.0,67.0,3.0,2.0,0.4,0.9
5000110000000005020903,34.5,22.4,2.0,82.0,4.0,2.0,0.29,0.76
5000110000000005020904,39.1,23.7,7.0,87.0,3.0,2.0,0.4,0.73
5000110000000005020905,35.1,19.9,2.0,82.0,3.0,2.0,0.3,1.0
5000110000000005020906,30.2,18.8,2.0,77.0,4.0,1.8,0.42,0.64
5000110000000005020907,28.3,21.3,2.0,82.0,4.0,1.4,0.19,0.77
5000110000000005020908,32.4,17.3,2.0,72.0,4.0,2.1,0.38,0.81
5000110000000005020909,27.1,16.9,2.0,72.0,4.0,2.0,0.31,0.55
5000110000000005020910,33.7,19.9,2.0,92.0,4.0,2.0,0.48,0.85
5000110000000005020911,28.5,19.4,2.0,82.0,4.0,1.9,0.5,0.85
5000110000000005020912,27.7,16.6,2.0,67.0,4.0,1.9,0.52,0.93
5000110000000005020913,31.4,19.6,2.0,77.0,4.0,2.1,0.29,0.63
5000110000000005020914,32.4,22.6,2.0,82.0,4.0,2.0,0.44,0.78
5000110000000005020915,29.3,18.6,2.0,82.0,4.0,1.8,0.37,0.86
5000110000000005020916,32.6,20.7,2.0,82.0,4.0,2.0,0.44,0.88
5000110000000005020918,33.7,21.0,2.0,82.0,4.0,1.8,0.53,0.89
5000110000000005020920,41.4,24.7,2.0,82.0,3.0,1.5,0.5,1.0
5000110000000005020921,29.8,20.1,2.0,72.0,4.0,2.1,0.43,0.81
5000110000000005020922,27.0,17.9,2.0,67.0,4.0,2.0,0.55,0.9
5000110000000005020923,33.0,19.5,2.0,92.0,4.0,1.8,0.48,0.91
5000110000000005020924,27.7,19.5,2.0,92.0,4.0,2.0,0.6,0.97
5000110000000005020925,33.1,20.0,2.0,72.0,4.0,2.0,0.54,0.88
5000110000000005030111,34.2,22.9,2.0,92.0,5.0,3.0,0.44,0.75
5000110000000005030116,31.5,21.1,2.0,92.0,4.0,2.7,0.63,0.96
5000110000000005030117,29.7,19.4,2.0,77.0,4.0,2.7,0.31,0.94
5000110000000005030118,33.3,19.5,2.0,82.0,4.0,2.9,0.52,0.85
5000110000000005030119,33.5,22.4,2.0,82.0,4.0,2.5,0.24,0.8
5000110000000005030122,37.6,18.8,7.0,82.0,4.0,3.1,0.46,0.92
5000110000000005030123,31.6,20.1,2.0,92.0,4.0,3.0,0.53,0.95
5000110000000005030124,33.9,19.2,2.0,87.0,4.0,2.8,0.35,0.77
5000110000000005030125,29.6,21.0,2.0,92.0,4.0,2.8,0.43,0.89
5000110000000005030126,31.7,19.2,2.0,77.0,5.0,3.0,0.55,0.84
5000110000000005030127,36.9,22.1,2.0,87.0,5.0,2.9,0.67,0.89
5000110000000005030129,31.3,18.7,2.0,97.0,5.0,3.0,0.5,0.91
5000110000000005030131,32.3,20.8,2.0,87.0,5.0,3.0,0.57,0.84
5000110000000005030133,43.8,24.9,7.0,87.0,5.0,3.0,0.92,1.0
5000110000000005030135,34.7,20.8,2.0,92.0,6.0,3.7,0.49,0.78
5000110000000005030136,42.7,21.1,2.0,87.0,5.0,3.0,0.6,0.88
5000110000000005030138,35.3,20.4,2.0,82.0,5.0,3.0,0.75,0.75
5000110000000005030139,36.2,22.3,2.0,87.0,4.0,2.3,0.43,0.71
5000110000000005030140,32.1,20.7,2.0,77.0,4.0,1.4,0.41,0.91
5000110000000005030141,34.2,19.5,2.0,72.0,4.0,2.8,0.44,0.81
5000110000000005030142,30.1,19.0,2.0,82.0,5.0,3.0,0.68,0.95
5000110000000005030143,31.5,21.7,2.0,77.0,4.0,2.5,0.29,0.81
5000110000000005030145,43.2,21.7,2.0,82.0,6.0,3.0,0.33,0.7
5000110000000005030202,35.4,20.7,7.0,82.0,5.0,3.0,0.54,0.77
5000110000000005030203,37.8,23.5,2.0,82.0,4.0,2.9,0.62,0.87
5000110000000005030204,43.2,20.2,2.0,92.0,5.0,2.9,0.29,0.71
5000110000000005030205,36.7,20.3,2.0,87.0,4.0,2.9,0.38,0.56
5000110000000005030206,32.1,19.1,2.0,87.0,4.0,2.6,0.55,0.91
5000110000000005030211,27.1,19.2,2.0,77.0,4.0,1.8,0.39,0.85
5000110000000005030212,34.1,22.1,2.0,77.0,3.0,2.2,0.35,0.92
5000110000000005030213,28.9,18.2,7.0,67.0,5.0,3.0,0.71,1.0
5000110000000005030304,32.3,20.0,2.0,72.0,6.0,2.8,0.63,0.84
5000110000000005030305,36.8,19.7,2.0,67.0,6.0,2.9,0.36,0.46
5000110000000005030306,36.9,19.7,2.0,87.0,6.0,3.0,0.54,0.86
5000110000000005030307,29.8,19.5,2.0,62.0,5.0,2.9,0.4,0.7
5000110000000005030309,33.3,19.9,2.0,82.0,5.0,2.9,0.58,0.87
5000110000000005030310,33.9,20.3,2.0,72.0,5.0,2.9,0.58,0.74
5000110000000005030312,39.4,22.5,2.0,92.0,5.0,3.0,0.72,0.89
5000110000000005030402,33.0,21.3,2.0,82.0,4.0,2.7,0.51,0.94
5000110000000005030403,31.6,19.4,2.0,77.0,4.0,2.7,0.46,1.0
5000110000000005030404,31.0,19.8,2.0,77.0,4.0,2.4,0.67,0.96
5000110000000005030405,37.3,19.8,7.0,72.0,5.0,2.0,0.38,0.88
5000110000000005030406,35.8,17.9,7.0,62.0,4.0,2.8,0.25,0.67
5000110000000005030407,35.3,21.2,2.0,92.0,3.0,2.4,0.58,0.94
5000110000000005030408,33.1,21.1,2.0,77.0,4.0,2.8,0.5,0.95
5000110000000005030409,32.9,20.6,2.0,92.0,4.0,2.9,0.54,0.96
5000110000000005030410,33.0,20.0,2.0,87.0,4.0,2.8,0.51,0.87
5000110000000005030411,35.8,20.3,2.0,87.0,4.0,2.5,0.42,0.97
5000110000000005030412,33.8,20.5,2.0,77.0,4.0,2.4,0.39,1.0
5000110000000005030413,31.8,23.0,2.0,82.0,4.0,2.8,0.4,1.0
5000110000000005030414,35.6,20.1,2.0,87.0,4.0,2.7,0.48,0.91
5000110000000005030417,38.3,22.9,2.0,92.0,4.0,3.0,0.26,0.87
5000110000000005030418,31.3,20.5,2.0,92.0,4.0,2.1,0.48,1.0
5000110000000005030420,29.5,17.3,2.0,72.0,4.0,2.6,0.38,0.69
5000110000000005030421,32.1,19.1,2.0,87.0,4.0,2.2,0.56,0.85
5000110000000005030423,29.0,16.6,2.0,72.0,4.0,2.1,0.48,0.76
5000110000000005030424,30.0,18.6,2.0,82.0,5.0,2.0,0.23,0.87
5000110000000005030425,33.5,19.5,7.0,77.0,4.0,2.0,0.5,0.83
5000110000000005030426,34.7,21.5,2.0,77.0,4.0,2.1,0.44,0.94
5000110000000005030427,23.6,16.0,2.0,57.0,5.0,2.5,0.83,1.0
5000110000000005030501,35.6,23.6,2.0,77.0,4.0,2.3,0.15,0.92
5000110000000005030502,33.2,20.7,2.0,87.0,4.0,2.1,0.45,0.94
5000110000000005030503,33.1,19.6,2.0,87.0,4.0,2.1,0.59,0.95
5000110000000005030504,31.7,19.4,2.0,87.0,4.0,2.3,0.34,0.88
5000110000000005030505,38.0,21.3,2.0,92.0,4.0,2.6,0.38,0.85
5000110000000005030506,33.0,20.2,2.0,87.0,4.0,2.2,0.44,0.93
5000110000000005030507,32.7,19.5,2.0,77.0,4.0,2.2,0.49,0.95
5000110000000005030508,29.8,19.6,2.0,77.0,4.0,2.4,0.38,0.89
5000110000000005030509,37.0,22.5,2.0,82.0,4.0,2.3,0.44,0.94
5000110000000005030510,32.8,18.1,2.0,77.0,4.0,2.1,0.32,0.95
5000110000000005030511,31.2,21.0,2.0,87.0,3.0,1.3,0.24,0.84
5000110000000005030512,31.5,17.4,2.0,72.0,5.0,2.0,0.3,0.63
5000110000000005030513,35.4,21.4,2.0,87.0,4.0,2.6,0.35,0.79
5000110000000005030601,26.3,18.6,2.0,82.0,4.0,2.2,0.37,0.97
5000110000000005030602,33.7,20.3,2.0,87.0,4.0,2.5,0.44,0.8
5000110000000005030603,33.6,22.3,2.0,72.0,4.0,2.0,0.24,0.76
5000110000000005030604,30.1,18.4,2.0,72.0,4.0,2.0,0.46,0.9
5000110000000005030606,30.5,20.0,2.0,87.0,4.0,2.4,0.46,0.82
5000110000000005030607,28.2,18.8,2.0,67.0,4.0,2.1,0.48,0.79
5000110000000005030608,29.5,17.9,2.0,82.0,4.0,2.1,0.24,0.76
5000110000000005030609,31.5,20.7,2.0,87.0,4.0,2.0,0.42,0.95
5000110000000005030610,33.8,20.4,2.0,87.0,4.0,2.1,0.58,0.91
5000110000000005030611,29.9,19.1,2.0,77.0,4.0,2.0,0.37,0.85
5000110000000005030613,31.3,22.4,2.0,72.0,4.0,1.8,0.2,0.76
5000110000000005030614,31.3,20.8,2.0,82.0,3.0,1.9,0.28,0.96
5000110000000005030701,32.4,20.4,2.0,92.0,4.0,2.9,0.37,0.61
5000110000000005030702,42.5,21.0,7.0,77.0,4.0,2.7,0.5,0.71
5000110000000005030704,36.4,17.9,7.0,72.0,5.0,2.8,0.46,0.83
5000110000000005030705,27.8,19.3,2.0,72.0,5.0,2.5,0.19,0.52
5000110000000005030707,34.9,21.6,2.0,77.0,4.0,2.6,0.36,0.64
5000110000000005030708,38.1,22.2,2.0,87.0,4.0,2.7,0.24,0.95
5000110000000005030709,30.8,20.5,2.0,82.0,4.0,2.5,0.29,0.56
5000110000000005030710,31.3,16.7,2.0,62.0,4.0,2.3,0.17,0.67
5000110000000005030711,30.4,18.0,2.0,67.0,4.0,2.4,0.72,0.94
5000110000000005030712,32.0,21.7,2.0,97.0,3.0,2.0,0.4,0.87
5000110000000005030713,30.8,17.2,2.0,67.0,4.0,1.1,0.12,0.94
5000110000000005030714,32.5,22.4,2.0,92.0,4.0,2.1,0.45,0.93
5000110000000005030715,32.2,18.9,2.0,77.0,4.0,2.4,0.56,0.85
5000110000000005030717,28.7,16.1,2.0,67.0,4.0,2.6,0.63,0.88
5000110000000005030718,34.5,20.6,2.0,87.0,4.0,2.6,0.6,0.8
5000110000000005030719,33.1,19.9,2.0,82.0,3.0,2.1,0.29,0.76
5000110000000005030720,34.8,20.8,2.0,97.0,4.0,2.8,0.34,0.75
5000110000000005030721,29.4,19.0,2.0,77.0,4.0,2.5,0.13,0.41
5000110000000005030722,32.4,21.0,2.0,100.0,4.0,2.5,0.43,0.92
5000110000000005030801,34.7,21.1,2.0,87.0,4.0,2.8,0.33,0.86
5000110000000005030802,35.2,20.9,2.0,82.0,4.0,2.3,0.49,0.93
5000110000000005030803,33.3,19.0,2.0,77.0,4.0,2.4,0.42,0.95
5000110000000005030804,43.1,18.8,12.0,77.0,5.0,2.6,0.42,0.79
5000110000000005030805,41.5,21.1,2.0,82.0,4.0,2.9,0.33,0.67
5000110000000005030807,30.8,20.5,2.0,82.0,4.0,2.6,0.43,0.87
5000110000000005030808,34.4,22.8,2.0,100.0,4.0,2.8,0.57,0.94
5000110000000005030809,31.0,19.0,2.0,82.0,4.0,2.6,0.53,0.89
5000110000000005030810,30.4,19.7,2.0,77.0,4.0,2.6,0.49,0.8
5000110000000005030811,33.4,22.3,2.0,87.0,4.0,2.9,0.39,0.93
5000110000000005030812,32.7,19.9,2.0,77.0,4.0,2.7,0.55,0.9
5000110000000005030813,27.4,16.4,2.0,77.0,4.0,2.7,0.7,1.0
5000110000000005030814,35.8,22.2,2.0,82.0,4.0,2.8,0.46,0.95
5000110000000005030816,36.5,20.4,2.0,87.0,4.0,2.7,0.39,0.82
5000110000000005030817,31.5,20.3,2.0,82.0,4.0,2.7,0.33,0.93
5000110000000005030818,31.0,21.4,2.0,87.0,4.0,2.6,0.43,0.96
5000110000000005030902,33.1,19.9,2.0,87.0,4.0,2.3,0.39,0.95
5000110000000005030903,33.0,20.7,2.0,82.0,4.0,2.8,0.24,0.69
5000110000000005030904,31.0,22.1,2.0,100.0,4.0,2.6,0.24,0.76
5000110000000005030906,31.1,18.9,2.0,82.0,6.0,2.5,0.3,0.54
5000110000000005030907,32.7,21.0,2.0,97.0,4.0,2.5,0.26,0.71
5000110000000005030908,36.3,20.1,2.0,87.0,4.0,2.5,0.19,0.59
5000110000000005030917,30.5,18.9,2.0,77.0,4.0,2.0,0.42,1.0
5000110000000005040101,32.5,19.8,2.0,92.0,6.0,3.0,0.69,0.82
5000110000000005040102,37.4,22.0,2.0,87.0,5.0,3.0,0.51,0.74
5000110000000005040103,33.4,20.3,2.0,87.0,5.0,2.9,0.65,0.79
5000110000000005040104,35.3,23.2,2.0,97.0,4.0,2.8,0.78,0.83
5000110000000005040106,36.4,21.9,2.0,87.0,4.0,2.9,0.55,0.68
5000110000000005040107,32.4,19.3,2.0,72.0,5.0,2.9,0.78,0.83
5000110000000005040108,32.9,20.6,2.0,92.0,5.0,2.7,0.7,0.87
5000110000000005040111,35.7,18.6,2.0,72.0,5.0,2.9,0.61,0.86
5000110000000005040113,35.0,21.3,2.0,92.0,5.0,3.0,0.54,0.75
5000110000000005040115,31.6,19.7,2.0,82.0,5.0,3.0,0.54,0.67
5000110000000005040116,33.5,19.4,2.0,100.0,5.0,2.8,0.53,0.71
5000110000000005040117,30.0,19.1,2.0,77.0,5.0,3.0,0.59,0.78
5000110000000005040118,29.8,20.6,2.0,77.0,6.0,3.0,0.64,0.82
5000110000000005040119,36.6,22.0,2.0,87.0,5.0,3.0,0.69,0.85
5000110000000005040120,30.4,18.7,2.0,77.0,5.0,3.1,0.67,0.83
5000110000000005040121,30.2,20.9,2.0,67.0,6.0,2.8,0.63,0.75
5000110000000005040122,39.9,22.0,2.0,82.0,5.0,3.0,0.52,0.95
5000110000000005040123,40.1,23.1,2.0,87.0,4.0,3.0,0.61,0.83
5000110000000005040201,36.8,18.5,2.0,72.0,5.0,3.0,0.48,0.86
5000110000000005040202,31.8,19.9,2.0,67.0,4.0,3.0,0.45,0.75
5000110000000005040203,34.1,19.6,2.0,87.0,4.0,3.0,0.67,0.9
5000110000000005040204,36.7,20.4,7.0,72.0,5.0,2.9,0.29,0.71
5000110000000005040205,34.1,18.8,2.0,82.0,5.0,3.0,0.63,0.89
5000110000000005040206,31.4,19.2,2.0,82.0,5.0,3.0,0.63,0.95
5000110000000005040207,36.5,21.4,2.0,92.0,4.0,3.0,0.64,0.91
5000110000000005040209,35.5,20.5,2.0,87.0,5.0,3.0,0.65,0.88
5000110000000005040210,38.0,19.1,2.0,82.0,5.0,3.0,0.49,0.83
5000110000000005040212,32.9,18.2,2.0,82.0,5.0,3.0,0.57,0.77
5000110000000005040213,34.5,20.1,2.0,82.0,5.0,3.1,0.62,0.83
5000110000000005040214,32.5,19.5,2.0,87.0,5.0,3.0,0.49,0.81
5000110000000005040215,33.7,21.9,2.0,87.0,4.0,3.0,0.4,0.81
5000110000000005040216,24.3,15.6,2.0,57.0,4.0,3.0,0.58,0.58
5000110000000005040218,33.6,19.1,2.0,77.0,5.0,2.9,0.58,0.82
5000110000000005040219,28.1,18.4,2.0,82.0,4.0,3.0,0.43,0.71
5000110000000005040220,30.8,18.8,2.0,92.0,5.0,3.0,0.75,0.9
5000110000000005040222,32.4,19.7,2.0,77.0,4.0,3.0,0.52,0.8
5000110000000005040223,34.4,20.2,2.0,82.0,5.0,2.9,0.62,0.8
5000110000000005040224,31.9,19.5,2.0,77.0,5.0,3.0,0.64,0.79
5000110000000005040228,30.7,18.1,2.0,72.0,5.0,2.8,0.42,0.58
5000110000000005040302,32.9,19.0,2.0,97.0,5.0,3.0,0.63,0.8
5000110000000005040303,34.4,21.1,2.0,82.0,5.0,3.0,0.63,0.83
5000110000000005040305,35.7,20.7,2.0,82.0,5.0,3.0,0.43,0.62
5000110000000005040306,38.0,17.3,12.0,72.0,5.0,3.0,0.59,0.76
5000110000000005040307,29.5,16.4,2.0,62.0,5.0,3.0,0.41,0.44
